0	-2008	-148
12	-2008	-148
23	-1784	-232
34	-1784	-232
45	-1556	-148
56	-1556	-148
67	-1268	-204
78	-1268	-204
89	-1012	-116
100	-1012	-116
111	-792	-172
122	-612	-112
134	-612	-112
144	-472	-148
155	-472	-148
166	-392	-108
199	-356	-132
211	-444	-128
222	-444	-120
234	-508	-120
244	-644	-104
256	-644	-104
266	-816	-140
278	-816	-140
288	-1056	-152
300	-1056	-152
310	-1344	-140
322	-1344	-140
333	-1604	-156
344	-1868	-148
356	-1868	-148
367	-2040	-156
378	-2040	-156
389	-2040	-140
401	-2040	-140
414	-2040	-120
426	-2040	-100
437	-2040	-100
448	-2040	-80
460	-2040	-80
470	-2040	-56
482	-2040	-56
493	-2016	20
504	-2016	20
515	-1784	12
526	-1784	12
537	-1512	60
548	-1264	84
560	-1264	84
571	-1044	132
582	-1044	132
592	-840	152
604	-840	152
614	-664	160
626	-664	160
636	-548	180
648	-548	180
658	-496	188
670	-500	176
682	-500	176
692	-536	180
704	-536	180
714	-648	160
726	-648	160
736	-820	148
748	-820	148
758	-1012	112
770	-1012	112
780	-1232	96
795	-1460	32
806	-1460	32
817	-1700	8
828	-1700	8
839	-1952	-32
850	-1952	-32
861	-2040	-44
873	-2040	-120
884	-2040	-120
895	-2040	-128
907	-2040	-128
917	-2040	-156
929	-2040	-156
939	-2040	-184
951	-2040	-184
984	-1824	-172
995	-1576	-176
1006	-1576	-176
1016	-1332	-164
1028	-1332	-164
1038	-1088	-148
1050	-1088	-148
1060	-868	-132
1072	-868	-132
1083	-684	-132
1094	-684	-132
1105	-544	-124
1117	-460	-116
1128	-460	-116
1139	-436	-112
1151	-436	-112
1161	-448	-112
1173	-448	-112
1187	-524	-104
1198	-652	-136
1210	-652	-136
1221	-832	-112
1232	-832	-112
1243	-1036	-140
1255	-1036	-140
1265	-1264	-144
1277	-1264	-144
1287	-1500	-164
1299	-1500	-144
1310	-1748	-144
1321	-1956	-148
1333	-1956	-148
1344	-2040	-132
1355	-2040	-132
1366	-2040	-112
1377	-2040	-112
1388	-2040	-100
1400	-2040	-100
1410	-2040	-64
1422	-2040	-44
1434	-2040	-44
1445	-1944	4
1456	-1944	4
1466	-1740	16
1478	-1740	16
1488	-1516	60
1500	-1516	60
1510	-1272	96
1521	-1272	96
1532	-1040	128
1544	-860	140
1555	-860	140
1569	-748	156
1580	-748	156
1590	-612	168
1602	-612	168
1613	-540	184
1624	-544	184
1636	-544	184
1646	-580	164
1658	-580	164
1668	-680	148
1680	-680	148
1712	-1024	104
1724	-1024	104
1734	-1240	60
1746	-1240	60
1756	-1456	44
1768	-1680	20
1779	-1680	20
1790	-1960	-88
1801	-1960	-88
1812	-2036	-40
1824	-2036	-40
1834	-2040	-116
1846	-2040	-116
1857	-2040	-116
1868	-2040	-116
1879	-2040	-172
1890	-2040	-120
1902	-2040	-120
1913	-1936	-196
1925	-1936	-196
1935	-1732	-148
1947	-1732	-148
1957	-1496	-172
1972	-1268	-128
1984	-1268	-128
1994	-1048	-160
2006	-1048	-160
2016	-868	-128
2028	-868	-128
2039	-704	-140
2050	-704	-140
2061	-544	-120
2072	-476	-116
2083	-476	-116
2093	-476	-108
2104	-476	-108
2114	-508	-108
2125	-508	-108
2136	-584	-120
2147	-584	-120
2158	-712	-124
2170	-712	-124
2180	-872	-120
2192	-872	-120
2203	-1072	-136
2214	-1288	-136
2226	-1288	-136
2237	-1520	-148
2249	-1520	-148
2259	-1696	-124
2271	-1696	-124
2281	-1892	-116
2293	-1892	-116
2303	-2024	-120
2315	-2040	-96
2329	-2040	-96
2339	-2040	-92
2350	-2040	-92
2360	-2040	-52
2371	-2040	-52
2381	-1988	-12
2393	-1988	-12
2425	-1620	40
2436	-1620	40
2447	-1424	64
2458	-1208	88
2470	-1208	88
2480	-996	124
2492	-996	124
2502	-844	140
2514	-844	140
2524	-712	156
2536	-712	156
2546	-616	156
2558	-616	156
2568	-564	164
2580	-588	156
2591	-588	156
2602	-656	164
2614	-656	164
2624	-760	136
2635	-760	136
2646	-896	124
2658	-896	124
2668	-1076	80
2679	-1076	80
2690	-1296	64
2702	-1488	40
2713	-1488	40
2724	-1688	4
2738	-1688	4
2749	-1856	-28
2761	-1856	-28
2771	-2004	-56
2783	-2040	-112
2795	-2040	-112
2805	-2040	-108
2817	-2040	-108
2827	-2032	-200
2839	-2032	-200
2849	-1912	-164
2861	-1912	-164
2872	-1760	-168
2884	-1760	-152
2895	-1564	-152
2906	-1408	-148
2917	-1408	-148
2928	-1196	-124
2940	-1196	-124
2950	-992	-120
2962	-992	-120
2973	-800	-124
2984	-800	-124
2995	-660	-128
3007	-556	-120
3018	-556	-120
3029	-516	-108
3041	-516	-108
3052	-516	-100
3063	-516	-100
3073	-560	-112
3084	-560	-112
3094	-668	-108
3108	-792	-108
3119	-792	-108
3129	-984	-128
3162	-1164	-124
3174	-1376	-124
3186	-1376	-124
3196	-1584	-124
3208	-1584	-124
3219	-1756	-120
3230	-1900	-120
3242	-1900	-120
3252	-2012	-108
3264	-2012	-108
3274	-2040	-84
3286	-2040	-84
3297	-2032	-60
3308	-2032	-60
3319	-1960	-28
3331	-1832	-4
3342	-1832	-4
3353	-1660	24
3364	-1660	24
3375	-1472	52
3386	-1472	52
3396	-1292	76
3408	-1292	76
3419	-1084	108
3430	-1084	108
3441	-932	128
3453	-788	144
3464	-788	144
3475	-684	148
3486	-684	148
3500	-628	156
3511	-628	156
3522	-620	164
3534	-620	164
3544	-672	156
3555	-748	132
3567	-748	132
3578	-876	124
3589	-876	124
3599	-1016	104
3611	-1016	104
3621	-1204	72
3632	-1204	72
3643	-1404	68
3655	-1404	68
3665	-1588	8
3676	-1740	-24
3688	-1740	-24
3699	-1876	-40
3710	-1876	-40
3720	-1972	-72
3731	-1972	-72
3741	-2008	-104
3752	-2008	-104
3763	-1988	-120
3775	-1988	-120
3786	-1924	-104
3797	-1924	-104
3808	-1776	-164
3819	-1588	-140
3831	-1588	-140
3842	-1424	-148
3853	-1424	-148
3886	-1036	-128
3900	-856	-104
3911	-856	-104
3921	-724	-132
3933	-724	-132
3943	-608	-88
3954	-608	-88
3964	-556	-112
3976	-556	-112
3986	-552	-88
3997	-552	-88
4008	-580	-104
4020	-580	-104
4030	-660	-96
4042	-780	-108
4054	-780	-108
4064	-932	-108
4076	-932	-108
4087	-1108	-112
4098	-1108	-112
4109	-1308	-116
4120	-1308	-116
4131	-1508	-124
4143	-1508	-124
4154	-1656	-104
4165	-1808	-104
4176	-1808	-104
4187	-1924	-104
4199	-1924	-104
4210	-1964	-84
4221	-1964	-84
4231	-1956	-88
4243	-1956	-88
4254	-1908	-44
4268	-1792	-8
4280	-1792	-8
4290	-1672	24
4302	-1672	24
4312	-1468	52
4324	-1468	52
4335	-1292	84
4346	-1292	84
4357	-1120	84
4368	-960	136
4379	-960	136
4390	-824	136
4402	-824	136
4412	-728	148
4423	-728	148
4434	-664	168
4380	-664	168
4390	-640	152
4402	-640	152
4412	-668	160
4424	-752	140
4435	-752	140
4446	-868	116
4458	-868	116
4468	-1004	104
4479	-1004	104
4489	-1164	72
4501	-1164	72
4511	-1344	52
4523	-1344	52
4533	-1516	12
4567	-1808	-32
4579	-1808	-32
4589	-1912	-72
4604	-1912	-72
4615	-1928	-100
4626	-1924	-96
4638	-1924	-96
4649	-1820	-124
4661	-1820	-124
4671	-1704	-120
4683	-1704	-120
4694	-1580	-164
4705	-1580	-164
4716	-1420	-124
4727	-1420	-124
4738	-1228	-132
4750	-1044	-124
4762	-1044	-124
4772	-880	-120
4784	-880	-120
4794	-748	-116
4806	-748	-116
4817	-656	-104
4828	-656	-104
4839	-600	-108
4851	-612	-116
4863	-612	-116
4873	-608	-100
4885	-608	-100
4895	-680	-100
4907	-680	-100
4918	-784	-96
4930	-784	-96
4940	-952	-108
4951	-1096	-120
4963	-1096	-120
4976	-1292	-120
4988	-1292	-1
