10	-2040	-96
32	-2040	-128
55	-2040	-132
79	-1684	-172
104	-1436	-144
128	-1100	-44
151	-868	-168
174	-552	-96
196	-408	-112
217	-480	-104
239	-444	-84
263	-404	-108
288	-696	-152
312	-864	-88
337	-1068	-116
360	-1380	-80
383	-1488	-140
408	-2040	-116
432	-2040	-76
456	-2040	-88
477	-2040	-32
500	-2040	4
522	-2040	4
545	-1944	40
569	-1512	108
615	-1016	120
640	-732	112
664	-672	192
688	-608	196
713	-480	164
737	-556	188
761	-680	184
785	-776	192
807	-1008	132
829	-1248	104
854	-1724	60
878	-1924	32
902	-2040	0
926	-2040	-40
949	-2040	-76
970	-2040	-64
994	-2000	-104
1017	-1788	-116
1041	-1560	-124
1065	-1324	-120
1087	-1076	-124
1112	-856	-116
1134	-668	-116
1155	-552	-104
1178	-436	-96
1202	-484	-116
1227	-528	-92
1250	-692	-96
1274	-844	-96
1296	-1048	-116
1319	-1540	-104
1344	-1780	-96
1368	-2000	-92
1392	-2040	-120
1417	-2040	-64
1440	-2040	-4
1465	-2040	20
1489	-1904	40
1513	-1704	68
1534	-1484	100
1555	-1240	128
1577	-1036	152
1602	-700	172
1623	-600	192
1651	-540	188
1675	-540	184
1698	-608	184
1722	-700	152
1743	-848	120
1767	-1244	104
1792	-1468	92
1816	-1704	44
1841	-1888	16
1866	-2040	-28
1890	-2040	-64
1911	-2040	-108
1934	-2040	-84
1955	-1912	-108
1977	-1716	-132
2002	-1492	-124
2027	-1264	-120
2051	-848	-116
2075	-684	-104
2099	-568	-104
2122	-500	-104
2169	-600	-104
2194	-740	-96
2218	-920	-96
2239	-1100	-104
2260	-1312	-108
2284	-1544	-112
2305	-1760	-92
2330	-1932	-84
2354	-2040	-48
2379	-2040	-24
2403	-2040	0
2427	-1964	16
2453	-1600	80
2475	-1380	108
2496	-1164	128
2521	-988	148
2546	-808	164
2568	-696	180
2594	-604	184
2618	-596	176
2642	-664	172
2666	-768	156
2690	-928	136
2711	-1112	112
2736	-1312	92
2761	-1724	40
2785	-1888	4
2809	-2016	-16
2833	-2040	-40
2855	-2040	-72
2877	-2040	-108
2899	-1792	-120
2921	-1576	-96
2946	-1368	-120
2970	-1164	-116
2993	-968	-108
3014	-796	-104
3036	-656	-104
3058	-568	-100
3082	-520	-92
3106	-596	-120
3131	-688	-88
3155	-816	-104
3179	-1000	-112
3204	-1416	-88
3224	-1608	-92
3251	-1792	-84
3275	-1936	-72
3299	-2032	-44
3323	-2040	-28
3346	-1948	8
3369	-1816	36
3393	-1644	68
3417	-1460	92
3442	-1256	120
3466	-900	156
3490	-764	164
3514	-664	176
3538	-620	176
3559	-612	172
3580	-652	168
3602	-748	152
3627	-868	152
3651	-1224	104
3674	-1404	76
3717	-1780	32
3740	-1900	0
3765	-1988	-24
3789	-2036	-56
3813	-1916	-92
3837	-1792	-84
3859	-1612	-112
3882	-1424	-120
3906	-1228	-104
3931	-1032	-96
3956	-724	-100
3980	-620	-100
4004	-556	-92
4028	-544	-92
4049	-592	-84
4073	-660	-80
4098	-964	-88
4122	-1136	-84
4147	-1324	-96
4171	-1512	-96
4195	-1700	-68
4219	-1948	-44
4243	-2000	-32
4264	-1984	-12
4285	-1920	12
4307	-1800	36
4331	-1640	56
4356	-1476	80
4380	-1112	128
4404	-944	152
4362	-804	152
4386	-720	168
4409	-648	172
4432	-632	168
4456	-748	160
4481	-860	148
4505	-1004	124
4529	-1172	108
4555	-1356	100
4579	-1528	64
4603	-1700	32
4626	-1920	-28
4650	-1964	-48
4674	-1952	-68
4696	-1864	-76
4718	-1740	-76
4740	-1584	-100
4761	-1428	-108
4788	-1052	-108
4809	-876	-104
4834	-756	-104
4859	-656	-96
4883	-600	-100
4907	-588	-96
4931	-684	-104
4955	-804	-92
4979	-952	-84
5003	-1116	-88
5024	-1284	-92
5047	-1476	-88
5068	-1644	-72
5092	-1880	-52
5116	-1924	-32
5140	-1916	-12
5187	-1756	40
5212	-1616	84
5236	-1276	112
5260	-1116	116
5283	-952	136
5304	-824	152
5329	-740	160
5353	-676	168
5376	-692	160
5397	-764	156
5421	-880	140
5445	-1012	124
5469	-1164	112
5493	-1356	80
5516	-1656	32
5538	-1780	8
5560	-1856	-16
5582	-1892	-32
5606	-1884	-56
5629	-1812	-84
5653	-1700	-92
5674	-1532	-92
5695	-1384	-88
5719	-1044	-100
5742	-892	-104
5767	-764	-88
5791	-688	-84
5815	-628	-92
5836	-596	-84
5857	-640	-92
5879	-704	-80
5904	-968	-80
5926	-1120	-76
5952	-1296	-76
5976	-1464	-84
6000	-1616	-68
6024	-1836	-40
6046	-1868	-28
6067	-1856	-4
6090	-1800	20
6113	-1688	36
6139	-1556	64
6163	-1404	84
6187	-1076	124
6211	-944	144
6232	-816	140
6257	-732	176
6281	-704	176
6305	-720	160
6328	-744	148
6354	-916	140
6378	-1040	108
6402	-1200	100
6426	-1360	76
6447	-1504	52
6471	-1756	8
6496	-1812	-4
6520	-1828	-32
6543	-1820	-60
6569	-1736	-72
6593	-1472	-88
6617	-1312	-88
6638	-1180	-108
6662	-1000	-96
6686	-868	-96
6730	-676	-88
6754	-636	-84
6775	-704	-48
6800	-752	-88
6824	-860	-84
6849	-1008	-88
6871	-1172	-76
6897	-1424	-52
6922	-1636	-52
6945	-1724	-40
6969	-1776	-36
6993	-1816	-20
7017	-1784	20
7039	-1608	52
7063	-1484	76
7088	-1344	92
7111	-1176	120
7136	-1040	128
7157	-920	144
7178	-816	156
7202	-716	156
7226	-720	160
7250	-760	144
7271	-852	140
7296	-968	120
7321	-1084	116
7345	-1392	72
7369	-1520	40
7393	-1628	8
7417	-1724	4
7441	-1776	-24
7465	-1740	-48
7487	-1660	-76
7512	-1528	-60
7537	-1396	-84
7561	-1244	-96
7584	-1088	-84
7608	-824	-92
7632	-744	-88
7654	-684	-76
7678	-664	-88
7703	-668	-80
7727	-820	-72
7752	-936	-84
7776	-1064	-84
7799	-1212	-76
7823	-1372	-72
7847	-1504	-60
7869	-1708	-36
7894	-1756	-24
7916	-1756	-4
7937	-1708	4
7959	-1632	28
7985	-1524	60
8008	-1384	72
8034	-1104	104
8056	-972	128
8079	-868	144
8102	-800	152
8127	-752	156
8151	-736	144
8175	-824	152
8200	-904	132
8223	-1032	104
8247	-1156	96
8271	-1288	72
8314	-1548	32
8337	-1704	-8
8361	-1724	-28
8385	-1700	-52
8406	-1664	-68
8429	-1556	-68
8456	-1424	-80
8480	-1168	-76
8504	-1012	-76
8528	-884	-88
8552	-792	-88
8576	-716	-76
8597	-688	-76
8618	-688	-72
8640	-776	-76
8664	-892	-80
8689	-1012	-72
8713	-1136	-76
8735	-1284	-68
8761	-1544	-52
8785	-1632	-40
8807	-1680	-20
8828	-1716	-8
8852	-1688	8
8875	-1624	28
8897	-1532	48
8920	-1420	72
8945	-1152	108
8969	-1024	132
8993	-924	136
9017	-840	152
9040	-780	152
9066	-764	144
9090	-812	140
9113	-880	124
9137	-984	128
9158	-1096	112
9183	-1236	80
9204	-1360	60
9226	-1480	20
9251	-1640	0
9275	-1680	-12
9299	-1668	-28
9323	-1628	-56
9346	-1556	-56
9370	-1324	-76
9394	-1184	-88
9418	-1052	-96
9442	-944	-84
9466	-844	-76
9487	-768	-84
9508	-716	-84
9530	-700	-80
9555	-776	-60
9579	-872	-76
9603	-972	-68
9627	-1092	-68
9653	-1356	-56
9675	-1472	-48
9699	-1560	-36
9721	-1632	-32
9743	-1660	-12
9764	-1648	4
9785	-1604	20
9810	-1532	48